id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
1910.00965v4,2019-10-02T14:04:48Z,2021-01-22T11:56:24Z,Learning Maximally Predictive Prototypes in Multiple Instance Learning,"In this work, we propose a simple model that provides permutation invariant
maximally predictive prototype generator from a given dataset, which leads to
interpretability of the solution and concrete insights to the nature and the
solution of a problem. Our aim is to find out prototypes in the feature space
to map the collection of instances (i.e. bags) to a distance feature space and
simultaneously learn a linear classifier for multiple instance learning (MIL).
Our experiments on classical MIL benchmark datasets demonstrate that proposed
framework is an accurate and efficient classifier compared to the existing
approaches.
",Mert Yuksekgonul|Ozgur Emre Sivrikaya|Mustafa Gokce Baydogan,NA,http://arxiv.org/abs/1910.00965v4,http://arxiv.org/pdf/1910.00965v4,NA,Sets & Partitions Workshop at NeurIPS 2019,NA,NA,cs.LG,cs.LG|stat.ML,1910.00965v4.txt,0,,0,,
1912.11154v4,2019-12-24T00:16:50Z,2020-10-14T08:58:47Z,Versatile photonic entanglement synthesizer in the spatial domain,"Multimode entanglement is an essential resource for quantum information in
continuous-variable systems. Light-based quantum technologies will arguably not
be built upon table-top bulk setups, but will presumably rather resort to
integrated optics. Sequential bulk optics-like proposals based on cascaded
integrated interferometers are not scalable with the current state-of-the-art
low-loss materials used for continuous variables. We analyze the multimode
continuous-variable entanglement capabilities of a compact currently-available
integrated device without bulk-optics analog: the array of nonlinear
waveguides. We theoretically demonstrate that this simple and compact
structure, together with a reconfigurable input pump distribution and multimode
coherent detection of the output modes, is a versatile entanglement synthesizer
in the spatial domain. We exhibit this versatility through analytical and
numerically optimized multimode squeezing, entanglement, and cluster state
generation in different encodings. Our results re-establish spatial encoding as
a contender in the game of continuous-variable quantum information processing.
",David Barral|Mattia Walschaers|Kamel Bencheikh|Valentina Parigi|Juan Ariel Levenson|Nicolas Treps|Nadia Belabas,NA,http://arxiv.org/abs/1912.11154v4,http://arxiv.org/pdf/1912.11154v4,http://dx.doi.org/10.1103/PhysRevApplied.14.044025,"17 pages, 5 figures, v4 closer to the published version","Phys. Rev. Applied 14, 044025 (2020)",10.1103/PhysRevApplied.14.044025,quant-ph,quant-ph|physics.optics,1912.11154v4.txt,0,,0,,
1901.05515v2,2019-01-16T20:08:01Z,2019-05-13T19:03:52Z,"The information-theoretic value of unlabeled data in semi-supervised
  learning","We quantify the separation between the numbers of labeled examples required
to learn in two settings: Settings with and without the knowledge of the
distribution of the unlabeled data. More specifically, we prove a separation by
$\Theta(\log n)$ multiplicative factor for the class of projections over the
Boolean hypercube of dimension $n$. We prove that there is no separation for
the class of all functions on domain of any size.
  Learning with the knowledge of the distribution (a.k.a. fixed-distribution
learning) can be viewed as an idealized scenario of semi-supervised learning
where the number of unlabeled data points is so great that the unlabeled
distribution is known exactly. For this reason, we call the separation the
value of unlabeled data.
",Alexander Golovnev|Dávid Pál|Balázs Szörényi,NA,http://arxiv.org/abs/1901.05515v2,http://arxiv.org/pdf/1901.05515v2,NA,NA,NA,NA,cs.LG,cs.LG|stat.ML,1901.05515v2.txt,0,,0,,
1912.12799v1,2019-12-30T03:30:51Z,2019-12-30T03:30:51Z,"PMC-GANs: Generating Multi-Scale High-Quality Pedestrian with Multimodal
  Cascaded GANs","Recently, generative adversarial networks (GANs) have shown great advantages
in synthesizing images, leading to a boost of explorations of using faked
images to augment data. This paper proposes a multimodal cascaded generative
adversarial networks (PMC-GANs) to generate realistic and diversified
pedestrian images and augment pedestrian detection data. The generator of our
model applies a residual U-net structure, with multi-scale residual blocks to
encode features, and attention residual blocks to help decode and rebuild
pedestrian images. The model constructs in a coarse-to-fine fashion and adopts
cascade structure, which is beneficial to produce high-resolution pedestrians.
PMC-GANs outperforms baselines, and when used for data augmentation, it
improves pedestrian detection results.
",Jie Wu|Ying Peng|Chenghao Zheng|Zongbo Hao|Jian Zhang,NA,http://arxiv.org/abs/1912.12799v1,http://arxiv.org/pdf/1912.12799v1,NA,Accepted by The British Machine Vision Conference (BMVC2019),NA,NA,cs.CV,cs.CV,1912.12799v1.txt,0,,0,,
1902.07688v1,2019-02-20T18:23:37Z,2019-02-20T18:23:37Z,"Towards Semantic Big Graph Analytics for Cross-Domain Knowledge
  Discovery","In recent years, the size of big linked data has grown rapidly and this
number is still rising. Big linked data and knowledge bases come from different
domains such as life sciences, publications, media, social web, and so on.
However, with the rapid increasing of data, it is very challenging for people
to acquire a comprehensive collection of cross domain knowledge to meet their
needs. Under this circumstance, it is extremely difficult for people without
expertise to extract knowledge from various domains. Therefore, nowadays human
limited knowledge can't feed the high requirement for discovering large amount
of cross domain knowledge. In this research, we present a big graph analytics
framework aims at addressing this issue by providing semantic methods to
facilitate the management of big graph data from close domains in order to
discover cross domain knowledge in a more accurate and efficient way.
",Feichen Shen,NA,http://arxiv.org/abs/1902.07688v1,http://arxiv.org/pdf/1902.07688v1,NA,NA,NA,NA,cs.DB,cs.DB,1902.07688v1.txt,0,,0,,
1904.03295v1,2019-04-05T21:50:50Z,2019-04-05T21:50:50Z,Multi-Preference Actor Critic,"Policy gradient algorithms typically combine discounted future rewards with
an estimated value function, to compute the direction and magnitude of
parameter updates. However, for most Reinforcement Learning tasks, humans can
provide additional insight to constrain the policy learning. We introduce a
general method to incorporate multiple different feedback channels into a
single policy gradient loss. In our formulation, the Multi-Preference Actor
Critic (M-PAC), these different types of feedback are implemented as
constraints on the policy. We use a Lagrangian relaxation to satisfy these
constraints using gradient descent while learning a policy that maximizes
rewards. Experiments in Atari and Pendulum verify that constraints are being
respected and can accelerate the learning process.
",Ishan Durugkar|Matthew Hausknecht|Adith Swaminathan|Patrick MacAlpine,NA,http://arxiv.org/abs/1904.03295v1,http://arxiv.org/pdf/1904.03295v1,NA,"NeurIPS Workshop on Deep RL, 2018",NA,NA,cs.LG,cs.LG|cs.AI|stat.ML,1904.03295v1.txt,0,,0,,
1902.11187v1,2019-01-15T12:55:14Z,2019-01-15T12:55:14Z,"Analysis of non-stationary multicomponent signals with a focus on the
  Compressive Sensing approach","The characterization of multicomponent signals with a particular emphasis on
musical and communication signals is one of the problems studied in the
dissertation. In order to provide an efficient analysis of the multicomponent
signals, the possibility to separate signal components is observed. The
procedure for decomposition and classification of the signal components whose
energy and physical characteristics differ in the time-frequency domain is
proposed in this work. A special focus in the dissertation is on the
application of the compressive sensing approach in multicomponent signals. The
compressive sensing method becomes popular in the field of signal processing
until recently, and its application in various fields can increase the
acquisition and transmission speed, reduce the complexity of devices, and
reduce energy consumption. The procedure that applies the compressive sensing
in the classification of the wireless communication signals is proposed. The
algorithms for reconstruction of the compressive sensed signals are intensively
developing, and therefore special emphasis in the dissertation is devoted to
the hardware implementation of one of the algorithms for sparse signal
reconstruction.
",Andjela Draganic,NA,http://arxiv.org/abs/1902.11187v1,http://arxiv.org/pdf/1902.11187v1,NA,"PhD Thesis, in Bosnian","University of Montenegro, Faculty of Electrical Engineering, 2018",NA,eess.SP,eess.SP|cs.MM,1902.11187v1.txt,0,,0,,
1908.02389v1,2019-08-06T22:41:58Z,2019-08-06T22:41:58Z,"From lecture to active learning: Rewards for all, and is it really so
  difficult?","We describe the evolution of a personal non-lecture active learning pedagogy
developed in numerous courses at all university levels. A distinguishing
feature is its tight integration of pre-class preparation, involving student
reading/writing/questions and problem work, with in-class active learning
building on this preparation, and post-class follow-on homework. We discuss
challenges, rewards, and buy-in for both students and instructors.
",David Pengelley,NA,http://arxiv.org/abs/1908.02389v1,http://arxiv.org/pdf/1908.02389v1,NA,"To appear in the College Mathematics Journal in somewhat abbreviated
  form","The College Mathematics Journal 51:1 (2020), 13-24",NA,math.HO,math.HO|97D40,1908.02389v1.txt,0,,0,,
1902.03870v3,2019-02-11T13:39:37Z,2020-02-25T19:49:39Z,Halász's theorem for Beurling generalized numbers,"We show that Hal\'{a}sz's theorem holds for Beurling numbers under the
following two mild hypotheses on the generalized number system: existence of a
positive density for the generalized integers and a Chebyshev upper bound for
the generalized primes.
",Gregory Debruyne|Frederick Maes|Jasson Vindas,NA,http://arxiv.org/abs/1902.03870v3,http://arxiv.org/pdf/1902.03870v3,http://dx.doi.org/10.4064/aa190210-22-5,NA,"Acta Arith. 194 (2020), 59-72",10.4064/aa190210-22-5,math.NT,"math.NT|Primary 11N37, 11N80. Secondary 11N05, 11N64, 11M41",1902.03870v3.txt,0,,0,,
1912.03361v1,2019-12-05T00:34:01Z,2019-12-05T00:34:01Z,Quotient Algebra Partition and Cartan Decomposition for su(N) I,"An algebraic structure, Quotient Algebra Partition or QAP, is introduced in a
serial of articles. The structure QAP is universal to Lie Algebras and enables
algorithmic and exhaustive Cartan decompositions. The first episode draws the
simplest form of the structure in terms of the spinor representation.
",Zheng-Yao Su,NA,http://arxiv.org/abs/1912.03361v1,http://arxiv.org/pdf/1912.03361v1,NA,arXiv admin note: text overlap with arXiv:quant-ph/0603190,NA,NA,math-ph,math-ph|math.MP|quant-ph,1912.03361v1.txt,0,,0,,
1904.06558v2,2019-04-13T14:46:30Z,2019-11-06T10:58:24Z,Semiclassical gravity effects near horizon formation,"We study the magnitude of semiclassical gravity effects near the formation of
a black-hole horizon in spherically-symmetric spacetimes. As a probe for these
effects we use a quantised massless scalar field. Specifically, we calculate
two quantities derived from it: the renormalised stress-energy tensor (a
measure of how the field vacuum state affects the spacetime) and the effective
temperature function (a generalisation of Hawking temperature related to the
energy flux of the field vacuum). The subject of our study are spacetimes which
contain a spherical distribution of matter and an empty exterior Schwarzschild
region, separated by a surface which is moving in proximity to the
Schwarzschild radius $r_{\rm s}=2M$, with $M$ the total mass. In particular, we
analyse the consequences of three types of surface movement: an oscillation
just above $r_{\rm s}$, a monotonous approach towards $r_{\rm s}$ in infinite
time and a crossing of $r_{\rm s}$ at different velocities. For a collapsing
matter distribution which follows the expected dynamical evolution in general
relativity, we recover the standard picture of black-hole formation and its
tenuous semiclassical effects. In more general dynamical regimes, allowing
deviations from the standard classical evolution, we obtain a variety of
different effects: from the emission of Hawking-like radiation without the
formation of a horizon, to large values of the renormalised stress-energy
tensor, related to the Boulware vacuum divergence in static spacetimes.
",Carlos Barceló|Valentin Boyanov|Raúl Carballo-Rubio|Luis J. Garay,NA,http://arxiv.org/abs/1904.06558v2,http://arxiv.org/pdf/1904.06558v2,http://dx.doi.org/10.1088/1361-6382/ab2e43,"41 pages, 19 figures, v2: added one new figure and minor changes in
  text to match published version","Class. Quantum Grav., vol. 36, no. 16, 2019",10.1088/1361-6382/ab2e43,gr-qc,gr-qc|hep-th,1904.06558v2.txt,0,,0,,
